T,Vdot,CA_in,CB_in,CY_in,CZ_in,CY_out
340.0,100.0,5.0,1.0,1.0,1.0,1.99
340.0,100.0,5.0,1.0,1.0,2.5,1.97
340.0,100.0,5.0,1.0,1.0,5.0,1.9
340.0,100.0,5.0,1.0,2.5,0.5,3.49
340.0,100.0,5.0,1.0,2.5,1.0,3.49
340.0,100.0,5.0,1.0,2.5,2.5,3.46
340.0,100.0,5.0,1.0,2.5,5.0,3.42
340.0,100.0,5.0,1.0,5.0,0.5,6.0
340.0,100.0,5.0,1.0,5.0,1.0,5.98
340.0,100.0,5.0,1.0,5.0,2.5,5.96
340.0,100.0,5.0,1.0,5.0,5.0,5.92
340.0,100.0,5.0,2.5,0.5,0.5,2.9
340.0,100.0,5.0,2.5,0.5,1.0,2.88
340.0,100.0,5.0,2.5,0.5,2.5,2.79
340.0,100.0,5.0,2.5,0.5,5.0,2.59
340.0,100.0,5.0,2.5,1.0,0.5,3.42
340.0,100.0,5.0,2.5,1.0,1.0,3.38
340.0,100.0,5.0,2.5,1.0,2.5,3.29
340.0,100.0,5.0,2.5,1.0,5.0,3.1
340.0,100.0,5.0,2.5,2.5,0.5,4.92
340.0,100.0,5.0,2.5,2.5,1.0,4.88
340.0,100.0,5.0,2.5,2.5,2.5,4.79
340.0,100.0,5.0,2.5,2.5,5.0,4.59
340.0,100.0,5.0,2.5,5.0,0.5,7.41
340.0,100.0,5.0,2.5,5.0,1.0,7.38
340.0,100.0,5.0,2.5,5.0,2.5,7.28
340.0,100.0,5.0,2.5,5.0,5.0,7.1
340.0,100.0,5.0,5.0,0.5,0.5,4.52
340.0,100.0,5.0,5.0,0.5,1.0,4.46
340.0,100.0,5.0,5.0,0.5,2.5,4.23
340.0,100.0,5.0,5.0,0.5,5.0,3.87
340.0,100.0,5.0,5.0,1.0,0.5,5.02
340.0,100.0,5.0,5.0,1.0,1.0,4.94
340.0,100.0,5.0,5.0,1.0,2.5,4.72
340.0,100.0,5.0,5.0,1.0,5.0,4.36
340.0,100.0,5.0,5.0,2.5,0.5,6.53
340.0,100.0,5.0,5.0,2.5,1.0,6.45
340.0,100.0,5.0,5.0,2.5,2.5,6.21
340.0,100.0,5.0,5.0,2.5,5.0,5.87
340.0,100.0,5.0,5.0,5.0,0.5,9.03
340.0,100.0,5.0,5.0,5.0,1.0,8.94
340.0,100.0,5.0,5.0,5.0,2.5,8.73
340.0,100.0,5.0,5.0,5.0,5.0,8.37
360.0,50.0,0.5,0.5,0.5,0.5,0.96
360.0,50.0,0.5,0.5,0.5,1.0,0.96
360.0,50.0,0.5,0.5,0.5,2.5,0.91
360.0,50.0,0.5,0.5,0.5,5.0,0.86
360.0,50.0,0.5,0.5,1.0,0.5,1.46
360.0,50.0,0.5,0.5,1.0,1.0,1.45
360.0,50.0,0.5,0.5,1.0,2.5,1.41
360.0,50.0,0.5,0.5,1.0,5.0,1.35
360.0,50.0,0.5,0.5,2.5,0.5,2.97
360.0,50.0,0.5,0.5,2.5,1.0,2.96
360.0,50.0,0.5,0.5,2.5,2.5,2.92
360.0,50.0,0.5,0.5,2.5,5.0,2.85
360.0,50.0,0.5,0.5,5.0,0.5,5.48
360.0,50.0,0.5,0.5,5.0,1.0,5.45
360.0,50.0,0.5,0.5,5.0,2.5,5.41
360.0,50.0,0.5,0.5,5.0,5.0,5.35
360.0,50.0,0.5,1.0,0.5,0.5,1.0
360.0,50.0,0.5,1.0,0.5,1.0,0.99
360.0,50.0,0.5,1.0,0.5,2.5,0.99
360.0,50.0,0.5,1.0,0.5,5.0,0.94
360.0,50.0,0.5,1.0,1.0,0.5,1.5
360.0,50.0,0.5,1.0,1.0,1.0,1.5
360.0,50.0,0.5,1.0,1.0,2.5,1.48
360.0,50.0,0.5,1.0,1.0,5.0,1.45
360.0,50.0,0.5,1.0,2.5,0.5,3.0
360.0,50.0,0.5,1.0,2.5,1.0,3.0
360.0,50.0,0.5,1.0,2.5,2.5,2.98
360.0,50.0,0.5,1.0,2.5,5.0,2.96
360.0,50.0,0.5,1.0,5.0,0.5,5.5
360.0,50.0,0.5,1.0,5.0,1.0,5.49
360.0,50.0,0.5,1.0,5.0,2.5,5.47
360.0,50.0,0.5,1.0,5.0,5.0,5.46
360.0,50.0,0.5,2.5,0.5,0.5,1.0
360.0,50.0,0.5,2.5,0.5,1.0,1.0
360.0,50.0,0.5,2.5,0.5,2.5,0.99
360.0,50.0,0.5,2.5,0.5,5.0,0.99
360.0,50.0,0.5,2.5,1.0,0.5,1.49
360.0,50.0,0.5,2.5,1.0,1.0,1.49
360.0,50.0,0.5,2.5,1.0,2.5,1.5
360.0,50.0,0.5,2.5,1.0,5.0,1.48
360.0,50.0,0.5,2.5,2.5,0.5,3.0
360.0,50.0,0.5,2.5,2.5,1.0,3.01
360.0,50.0,0.5,2.5,2.5,2.5,2.99
360.0,50.0,0.5,2.5,2.5,5.0,2.98
360.0,50.0,0.5,2.5,5.0,0.5,5.5
360.0,50.0,0.5,2.5,5.0,1.0,5.5
360.0,50.0,0.5,2.5,5.0,2.5,5.49
360.0,50.0,0.5,2.5,5.0,5.0,5.49
360.0,50.0,0.5,5.0,0.5,0.5,1.0
360.0,50.0,0.5,5.0,0.5,1.0,1.0
360.0,50.0,0.5,5.0,0.5,2.5,0.99
360.0,50.0,0.5,5.0,0.5,5.0,0.99
360.0,50.0,0.5,5.0,1.0,0.5,1.49
360.0,50.0,0.5,5.0,1.0,1.0,1.5
360.0,50.0,0.5,5.0,1.0,2.5,1.5
360.0,50.0,0.5,5.0,1.0,5.0,1.5
360.0,50.0,0.5,5.0,2.5,0.5,3.0
360.0,50.0,0.5,5.0,2.5,1.0,3.01
360.0,50.0,0.5,5.0,2.5,2.5,3.0
360.0,50.0,0.5,5.0,2.5,5.0,3.0
360.0,50.0,0.5,5.0,5.0,0.5,5.49
360.0,50.0,0.5,5.0,5.0,1.0,5.51
360.0,50.0,0.5,5.0,5.0,2.5,5.5
360.0,50.0,0.5,5.0,5.0,5.0,5.5
360.0,50.0,1.0,0.5,0.5,0.5,1.0
360.0,50.0,1.0,0.5,0.5,1.0,0.99
360.0,50.0,1.0,0.5,0.5,2.5,0.99
360.0,50.0,1.0,0.5,0.5,5.0,0.96
360.0,50.0,1.0,0.5,1.0,0.5,1.51
360.0,50.0,1.0,0.5,1.0,1.0,1.49
360.0,50.0,1.0,0.5,1.0,2.5,1.47
360.0,50.0,1.0,0.5,1.0,5.0,1.45
360.0,50.0,1.0,0.5,2.5,0.5,2.99
360.0,50.0,1.0,0.5,2.5,1.0,2.99
360.0,50.0,1.0,0.5,2.5,2.5,2.99
360.0,50.0,1.0,0.5,2.5,5.0,2.95
360.0,50.0,1.0,0.5,5.0,0.5,5.5
360.0,50.0,1.0,0.5,5.0,1.0,5.5
360.0,50.0,1.0,0.5,5.0,2.5,5.47
360.0,50.0,1.0,0.5,5.0,5.0,5.45
360.0,50.0,1.0,1.0,0.5,0.5,1.43
360.0,50.0,1.0,1.0,0.5,1.0,1.41
360.0,50.0,1.0,1.0,0.5,2.5,1.36
360.0,50.0,1.0,1.0,0.5,5.0,1.28
360.0,50.0,1.0,1.0,1.0,0.5,1.94
360.0,50.0,1.0,1.0,1.0,1.0,1.92
360.0,50.0,1.0,1.0,1.0,2.5,1.85
360.0,50.0,1.0,1.0,1.0,5.0,1.76
360.0,50.0,1.0,1.0,2.5,0.5,3.44
360.0,50.0,1.0,1.0,2.5,1.0,3.41
360.0,50.0,1.0,1.0,2.5,2.5,3.37
360.0,50.0,1.0,1.0,2.5,5.0,3.27
360.0,50.0,1.0,1.0,5.0,0.5,5.94
360.0,50.0,1.0,1.0,5.0,1.0,5.91
360.0,50.0,1.0,1.0,5.0,2.5,5.85
360.0,50.0,1.0,1.0,5.0,5.0,5.76
360.0,50.0,1.0,2.5,0.5,0.5,1.49
360.0,50.0,1.0,2.5,0.5,1.0,1.49
360.0,50.0,1.0,2.5,0.5,2.5,1.49
360.0,50.0,1.0,2.5,0.5,5.0,1.45
360.0,50.0,1.0,2.5,1.0,0.5,2.0
360.0,50.0,1.0,2.5,1.0,1.0,2.0
360.0,50.0,1.0,2.5,1.0,2.5,1.98
360.0,50.0,1.0,2.5,1.0,5.0,1.96
360.0,50.0,1.0,2.5,2.5,0.5,3.49
360.0,50.0,1.0,2.5,2.5,1.0,3.5
360.0,50.0,1.0,2.5,2.5,2.5,3.49
360.0,50.0,1.0,2.5,2.5,5.0,3.45
360.0,50.0,1.0,2.5,5.0,0.5,5.99
360.0,50.0,1.0,2.5,5.0,1.0,6.0
360.0,50.0,1.0,2.5,5.0,2.5,5.99
360.0,50.0,1.0,2.5,5.0,5.0,5.96
360.0,50.0,1.0,5.0,0.5,0.5,1.49
360.0,50.0,1.0,5.0,0.5,1.0,1.51
360.0,50.0,1.0,5.0,0.5,2.5,1.49
360.0,50.0,1.0,5.0,0.5,5.0,1.47
360.0,50.0,1.0,5.0,1.0,0.5,2.01
360.0,50.0,1.0,5.0,1.0,1.0,1.99
360.0,50.0,1.0,5.0,1.0,2.5,1.99
360.0,50.0,1.0,5.0,1.0,5.0,1.99
360.0,50.0,1.0,5.0,2.5,0.5,3.51
360.0,50.0,1.0,5.0,2.5,1.0,3.5
360.0,50.0,1.0,5.0,2.5,2.5,3.49
360.0,50.0,1.0,5.0,2.5,5.0,3.48
360.0,50.0,1.0,5.0,5.0,0.5,6.01
360.0,50.0,1.0,5.0,5.0,1.0,5.99
360.0,50.0,1.0,5.0,5.0,2.5,5.99
360.0,50.0,1.0,5.0,5.0,5.0,5.98
360.0,50.0,2.5,0.5,0.5,0.5,1.0
360.0,50.0,2.5,0.5,0.5,1.0,1.0
360.0,50.0,2.5,0.5,0.5,2.5,1.0
360.0,50.0,2.5,0.5,0.5,5.0,0.98
360.0,50.0,2.5,0.5,1.0,0.5,1.51
360.0,50.0,2.5,0.5,1.0,1.0,1.49
360.0,50.0,2.5,0.5,1.0,2.5,1.49
360.0,50.0,2.5,0.5,1.0,5.0,1.48
360.0,50.0,2.5,0.5,2.5,0.5,3.01
360.0,50.0,2.5,0.5,2.5,1.0,3.01
360.0,50.0,2.5,0.5,2.5,2.5,2.99
360.0,50.0,2.5,0.5,2.5,5.0,2.98
360.0,50.0,2.5,0.5,5.0,0.5,5.49
360.0,50.0,2.5,0.5,5.0,1.0,5.5
360.0,50.0,2.5,0.5,5.0,2.5,5.49
360.0,50.0,2.5,0.5,5.0,5.0,5.49
360.0,50.0,2.5,1.0,0.5,0.5,1.49
360.0,50.0,2.5,1.0,0.5,1.0,1.5
360.0,50.0,2.5,1.0,0.5,2.5,1.48
360.0,50.0,2.5,1.0,0.5,5.0,1.46
360.0,50.0,2.5,1.0,1.0,0.5,1.99
360.0,50.0,2.5,1.0,1.0,1.0,2.0
360.0,50.0,2.5,1.0,1.0,2.5,1.98
360.0,50.0,2.5,1.0,1.0,5.0,1.96
360.0,50.0,2.5,1.0,2.5,0.5,3.5
360.0,50.0,2.5,1.0,2.5,1.0,3.5
360.0,50.0,2.5,1.0,2.5,2.5,3.48
360.0,50.0,2.5,1.0,2.5,5.0,3.45
360.0,50.0,2.5,1.0,5.0,0.5,5.99
360.0,50.0,2.5,1.0,5.0,1.0,5.99
360.0,50.0,2.5,1.0,5.0,2.5,5.98
360.0,50.0,2.5,1.0,5.0,5.0,5.96
360.0,50.0,2.5,2.5,0.5,0.5,2.81
360.0,50.0,2.5,2.5,0.5,1.0,2.78
360.0,50.0,2.5,2.5,0.5,2.5,2.68
360.0,50.0,2.5,2.5,0.5,5.0,2.55
360.0,50.0,2.5,2.5,1.0,0.5,3.3
360.0,50.0,2.5,2.5,1.0,1.0,3.27
360.0,50.0,2.5,2.5,1.0,2.5,3.18
360.0,50.0,2.5,2.5,1.0,5.0,3.05
360.0,50.0,2.5,2.5,2.5,0.5,4.81
360.0,50.0,2.5,2.5,2.5,1.0,4.78
360.0,50.0,2.5,2.5,2.5,2.5,4.69
360.0,50.0,2.5,2.5,2.5,5.0,4.53
360.0,50.0,2.5,2.5,5.0,0.5,7.31
360.0,50.0,2.5,2.5,5.0,1.0,7.28
360.0,50.0,2.5,2.5,5.0,2.5,7.18
360.0,50.0,2.5,2.5,5.0,5.0,7.03
360.0,50.0,2.5,5.0,0.5,0.5,2.99
360.0,50.0,2.5,5.0,0.5,1.0,2.97
360.0,50.0,2.5,5.0,0.5,2.5,2.95
360.0,50.0,2.5,5.0,0.5,5.0,2.89
360.0,50.0,2.5,5.0,1.0,0.5,3.49
360.0,50.0,2.5,5.0,1.0,1.0,3.48
360.0,50.0,2.5,5.0,1.0,2.5,3.44
360.0,50.0,2.5,5.0,1.0,5.0,3.4
360.0,50.0,2.5,5.0,2.5,0.5,4.97
360.0,50.0,2.5,5.0,2.5,1.0,4.97
360.0,50.0,2.5,5.0,2.5,2.5,4.94
360.0,50.0,2.5,5.0,2.5,5.0,4.89
360.0,50.0,2.5,5.0,5.0,0.5,7.49
360.0,50.0,2.5,5.0,5.0,1.0,7.47
360.0,50.0,2.5,5.0,5.0,2.5,7.44
360.0,50.0,2.5,5.0,5.0,5.0,7.39
360.0,50.0,5.0,0.5,0.5,0.5,0.99
360.0,50.0,5.0,0.5,0.5,1.0,1.0
360.0,50.0,5.0,0.5,0.5,2.5,0.99
360.0,50.0,5.0,0.5,0.5,5.0,1.0
360.0,50.0,5.0,0.5,1.0,0.5,1.5
360.0,50.0,5.0,0.5,1.0,1.0,1.49
360.0,50.0,5.0,0.5,1.0,2.5,1.49
360.0,50.0,5.0,0.5,1.0,5.0,1.5
360.0,50.0,5.0,0.5,2.5,0.5,3.0
360.0,50.0,5.0,0.5,2.5,1.0,2.99
360.0,50.0,5.0,0.5,2.5,2.5,3.01
360.0,50.0,5.0,0.5,2.5,5.0,3.0
360.0,50.0,5.0,0.5,5.0,0.5,5.51
360.0,50.0,5.0,0.5,5.0,1.0,5.5
360.0,50.0,5.0,0.5,5.0,2.5,5.5
360.0,50.0,5.0,0.5,5.0,5.0,5.5
360.0,50.0,5.0,1.0,0.5,0.5,1.5
360.0,50.0,5.0,1.0,0.5,1.0,1.5
360.0,50.0,5.0,1.0,0.5,2.5,1.48
360.0,50.0,5.0,1.0,0.5,5.0,1.48
360.0,50.0,5.0,1.0,1.0,0.5,1.99
360.0,50.0,5.0,1.0,1.0,1.0,2.0
360.0,50.0,5.0,1.0,1.0,2.5,1.99
360.0,50.0,5.0,1.0,1.0,5.0,1.99
360.0,50.0,5.0,1.0,2.5,0.5,3.5
360.0,50.0,5.0,1.0,2.5,1.0,3.49
360.0,50.0,5.0,1.0,2.5,2.5,3.5
360.0,50.0,5.0,1.0,2.5,5.0,3.48
360.0,50.0,5.0,1.0,5.0,0.5,5.99
360.0,50.0,5.0,1.0,5.0,1.0,6.01
360.0,50.0,5.0,1.0,5.0,2.5,5.98
360.0,50.0,5.0,1.0,5.0,5.0,5.97
360.0,50.0,5.0,2.5,0.5,0.5,2.99
360.0,50.0,5.0,2.5,0.5,1.0,2.97
360.0,50.0,5.0,2.5,0.5,2.5,2.95
360.0,50.0,5.0,2.5,0.5,5.0,2.89
360.0,50.0,5.0,2.5,1.0,0.5,3.47
360.0,50.0,5.0,2.5,1.0,1.0,3.47
360.0,50.0,5.0,2.5,1.0,2.5,3.45
360.0,50.0,5.0,2.5,1.0,5.0,3.39
360.0,50.0,5.0,2.5,2.5,0.5,4.98
360.0,50.0,5.0,2.5,2.5,1.0,4.97
360.0,50.0,5.0,2.5,2.5,2.5,4.94
360.0,50.0,5.0,2.5,2.5,5.0,4.89
360.0,50.0,5.0,2.5,5.0,0.5,7.48
360.0,50.0,5.0,2.5,5.0,1.0,7.47
360.0,50.0,5.0,2.5,5.0,2.5,7.45
360.0,50.0,5.0,2.5,5.0,5.0,7.39
360.0,50.0,5.0,5.0,0.5,0.5,5.01
360.0,50.0,5.0,5.0,0.5,1.0,4.97
360.0,50.0,5.0,5.0,0.5,2.5,4.85
360.0,50.0,5.0,5.0,0.5,5.0,4.65
360.0,50.0,5.0,5.0,1.0,0.5,5.51
360.0,50.0,5.0,5.0,1.0,1.0,5.47
360.0,50.0,5.0,5.0,1.0,2.5,5.34
360.0,50.0,5.0,5.0,1.0,5.0,5.14
360.0,50.0,5.0,5.0,2.5,0.5,7.02
360.0,50.0,5.0,5.0,2.5,1.0,6.97
360.0,50.0,5.0,5.0,2.5,2.5,6.85
360.0,50.0,5.0,5.0,2.5,5.0,6.65
360.0,50.0,5.0,5.0,5.0,0.5,9.51
360.0,50.0,5.0,5.0,5.0,1.0,9.48
360.0,50.0,5.0,5.0,5.0,2.5,9.35
360.0,50.0,5.0,5.0,5.0,5.0,9.15
360.0,100.0,0.5,0.5,0.5,0.5,0.96
360.0,100.0,0.5,0.5,0.5,1.0,0.94
360.0,100.0,0.5,0.5,0.5,2.5,0.88
360.0,100.0,0.5,0.5,0.5,5.0,0.81
360.0,100.0,0.5,0.5,1.0,0.5,1.46
360.0,100.0,0.5,0.5,1.0,1.0,1.45
360.0,100.0,0.5,0.5,1.0,2.5,1.39
360.0,100.0,0.5,0.5,1.0,5.0,1.31
360.0,100.0,0.5,0.5,2.5,0.5,2.95
360.0,100.0,0.5,0.5,2.5,1.0,2.93
360.0,100.0,0.5,0.5,2.5,2.5,2.88
360.0,100.0,0.5,0.5,2.5,5.0,2.82
360.0,100.0,0.5,0.5,5.0,0.5,5.46
360.0,100.0,0.5,0.5,5.0,1.0,5.44
360.0,100.0,0.5,0.5,5.0,2.5,5.39
360.0,100.0,0.5,0.5,5.0,5.0,5.31
360.0,100.0,0.5,1.0,0.5,0.5,0.99
360.0,100.0,0.5,1.0,0.5,1.0,1.0
360.0,100.0,0.5,1.0,0.5,2.5,0.96
360.0,100.0,0.5,1.0,0.5,5.0,0.92
360.0,100.0,0.5,1.0,1.0,0.5,1.5
360.0,100.0,0.5,1.0,1.0,1.0,1.49
360.0,100.0,0.5,1.0,1.0,2.5,1.47
360.0,100.0,0.5,1.0,1.0,5.0,1.42
360.0,100.0,0.5,1.0,2.5,0.5,3.0
360.0,100.0,0.5,1.0,2.5,1.0,2.98
360.0,100.0,0.5,1.0,2.5,2.5,2.96
360.0,100.0,0.5,1.0,2.5,5.0,2.92
360.0,100.0,0.5,1.0,5.0,0.5,5.49
360.0,100.0,0.5,1.0,5.0,1.0,5.49
360.0,100.0,0.5,1.0,5.0,2.5,5.47
360.0,100.0,0.5,1.0,5.0,5.0,5.4
360.0,100.0,0.5,2.5,0.5,0.5,0.99
360.0,100.0,0.5,2.5,0.5,1.0,0.99
360.0,100.0,0.5,2.5,0.5,2.5,1.0
360.0,100.0,0.5,2.5,0.5,5.0,0.96
360.0,100.0,0.5,2.5,1.0,0.5,1.5
360.0,100.0,0.5,2.5,1.0,1.0,1.49
360.0,100.0,0.5,2.5,1.0,2.5,1.5
360.0,100.0,0.5,2.5,1.0,5.0,1.48
360.0,100.0,0.5,2.5,2.5,0.5,3.0
360.0,100.0,0.5,2.5,2.5,1.0,3.0
360.0,100.0,0.5,2.5,2.5,2.5,3.0
360.0,100.0,0.5,2.5,2.5,5.0,2.98
360.0,100.0,0.5,2.5,5.0,0.5,5.49
360.0,100.0,0.5,2.5,5.0,1.0,5.5
360.0,100.0,0.5,2.5,5.0,2.5,5.49
360.0,100.0,0.5,2.5,5.0,5.0,5.47
360.0,100.0,0.5,5.0,0.5,0.5,1.0
360.0,100.0,0.5,5.0,0.5,1.0,1.0
360.0,100.0,0.5,5.0,0.5,2.5,1.0
360.0,100.0,0.5,5.0,0.5,5.0,0.98
360.0,100.0,0.5,5.0,1.0,0.5,1.51
360.0,100.0,0.5,5.0,1.0,1.0,1.51
360.0,100.0,0.5,5.0,1.0,2.5,1.49
360.0,100.0,0.5,5.0,1.0,5.0,1.49
360.0,100.0,0.5,5.0,2.5,0.5,3.0
360.0,100.0,0.5,5.0,2.5,1.0,2.99
360.0,100.0,0.5,5.0,2.5,2.5,2.99
360.0,100.0,0.5,5.0,2.5,5.0,2.98
360.0,100.0,0.5,5.0,5.0,0.5,5.5
360.0,100.0,0.5,5.0,5.0,1.0,5.51
360.0,100.0,0.5,5.0,5.0,2.5,5.49
360.0,100.0,0.5,5.0,5.0,5.0,5.49
360.0,100.0,1.0,0.5,0.5,0.5,0.99
360.0,100.0,1.0,0.5,0.5,1.0,0.99
360.0,100.0,1.0,0.5,0.5,2.5,0.96
360.0,100.0,1.0,0.5,0.5,5.0,0.92
360.0,100.0,1.0,0.5,1.0,0.5,1.49
360.0,100.0,1.0,0.5,1.0,1.0,1.49
360.0,100.0,1.0,0.5,1.0,2.5,1.47
360.0,100.0,1.0,0.5,1.0,5.0,1.41
360.0,100.0,1.0,0.5,2.5,0.5,2.99
360.0,100.0,1.0,0.5,2.5,1.0,3.0
360.0,100.0,1.0,0.5,2.5,2.5,2.96
360.0,100.0,1.0,0.5,2.5,5.0,2.92
360.0,100.0,1.0,0.5,5.0,0.5,5.49
360.0,100.0,1.0,0.5,5.0,1.0,5.5
360.0,100.0,1.0,0.5,5.0,2.5,5.47
360.0,100.0,1.0,0.5,5.0,5.0,5.41
360.0,100.0,1.0,1.0,0.5,0.5,1.4
360.0,100.0,1.0,1.0,0.5,1.0,1.39
360.0,100.0,1.0,1.0,0.5,2.5,1.31
360.0,100.0,1.0,1.0,0.5,5.0,1.2
360.0,100.0,1.0,1.0,1.0,0.5,1.9
360.0,100.0,1.0,1.0,1.0,1.0,1.88
360.0,100.0,1.0,1.0,1.0,2.5,1.81
360.0,100.0,1.0,1.0,1.0,5.0,1.69
360.0,100.0,1.0,1.0,2.5,0.5,3.42
360.0,100.0,1.0,1.0,2.5,1.0,3.38
360.0,100.0,1.0,1.0,2.5,2.5,3.3
360.0,100.0,1.0,1.0,2.5,5.0,3.19
360.0,100.0,1.0,1.0,5.0,0.5,5.91
360.0,100.0,1.0,1.0,5.0,1.0,5.89
360.0,100.0,1.0,1.0,5.0,2.5,5.81
360.0,100.0,1.0,1.0,5.0,5.0,5.69
360.0,100.0,1.0,2.5,0.5,0.5,1.5
360.0,100.0,1.0,2.5,0.5,1.0,1.49
360.0,100.0,1.0,2.5,0.5,2.5,1.47
360.0,100.0,1.0,2.5,0.5,5.0,1.42
360.0,100.0,1.0,2.5,1.0,0.5,1.99
360.0,100.0,1.0,2.5,1.0,1.0,1.99
360.0,100.0,1.0,2.5,1.0,2.5,1.97
360.0,100.0,1.0,2.5,1.0,5.0,1.92
360.0,100.0,1.0,2.5,2.5,0.5,3.49
360.0,100.0,1.0,2.5,2.5,1.0,3.49
360.0,100.0,1.0,2.5,2.5,2.5,3.46
360.0,100.0,1.0,2.5,2.5,5.0,3.41
360.0,100.0,1.0,2.5,5.0,0.5,5.99
360.0,100.0,1.0,2.5,5.0,1.0,5.98
360.0,100.0,1.0,2.5,5.0,2.5,5.97
360.0,100.0,1.0,2.5,5.0,5.0,5.92
360.0,100.0,1.0,5.0,0.5,0.5,1.5
360.0,100.0,1.0,5.0,0.5,1.0,1.49
360.0,100.0,1.0,5.0,0.5,2.5,1.49
360.0,100.0,1.0,5.0,0.5,5.0,1.47
360.0,100.0,1.0,5.0,1.0,0.5,2.0
360.0,100.0,1.0,5.0,1.0,1.0,2.0
360.0,100.0,1.0,5.0,1.0,2.5,1.98
360.0,100.0,1.0,5.0,1.0,5.0,1.97
360.0,100.0,1.0,5.0,2.5,0.5,3.49
360.0,100.0,1.0,5.0,2.5,1.0,3.5
360.0,100.0,1.0,5.0,2.5,2.5,3.5
360.0,100.0,1.0,5.0,2.5,5.0,3.47
360.0,100.0,1.0,5.0,5.0,0.5,6.01
360.0,100.0,1.0,5.0,5.0,1.0,6.0
360.0,100.0,1.0,5.0,5.0,2.5,5.98
360.0,100.0,1.0,5.0,5.0,5.0,5.97
360.0,100.0,2.5,0.5,0.5,0.5,0.99
360.0,100.0,2.5,0.5,0.5,1.0,1.01
360.0,100.0,2.5,0.5,0.5,2.5,1.0
360.0,100.0,2.5,0.5,0.5,5.0,0.98
360.0,100.0,2.5,0.5,1.0,0.5,1.49
360.0,100.0,2.5,0.5,1.0,1.0,1.51
360.0,100.0,2.5,0.5,1.0,2.5,1.49
360.0,100.0,2.5,0.5,1.0,5.0,1.47
360.0,100.0,2.5,0.5,2.5,0.5,3.0
360.0,100.0,2.5,0.5,2.5,1.0,3.0
360.0,100.0,2.5,0.5,2.5,2.5,2.99
360.0,100.0,2.5,0.5,2.5,5.0,2.97
360.0,100.0,2.5,0.5,5.0,0.5,5.51
360.0,100.0,2.5,0.5,5.0,1.0,5.5
360.0,100.0,2.5,0.5,5.0,2.5,5.5
360.0,100.0,2.5,0.5,5.0,5.0,5.47
360.0,100.0,2.5,1.0,0.5,0.5,1.5
360.0,100.0,2.5,1.0,0.5,1.0,1.48
360.0,100.0,2.5,1.0,0.5,2.5,1.48
360.0,100.0,2.5,1.0,0.5,5.0,1.42
360.0,100.0,2.5,1.0,1.0,0.5,1.98
360.0,100.0,2.5,1.0,1.0,1.0,1.98
360.0,100.0,2.5,1.0,1.0,2.5,1.96
360.0,100.0,2.5,1.0,1.0,5.0,1.92
360.0,100.0,2.5,1.0,2.5,0.5,3.49
360.0,100.0,2.5,1.0,2.5,1.0,3.5
360.0,100.0,2.5,1.0,2.5,2.5,3.47
360.0,100.0,2.5,1.0,2.5,5.0,3.42
360.0,100.0,2.5,1.0,5.0,0.5,6.0
360.0,100.0,2.5,1.0,5.0,1.0,5.99
360.0,100.0,2.5,1.0,5.0,2.5,5.96
360.0,100.0,2.5,1.0,5.0,5.0,5.91
360.0,100.0,2.5,2.5,0.5,0.5,2.74
360.0,100.0,2.5,2.5,0.5,1.0,2.69
360.0,100.0,2.5,2.5,0.5,2.5,2.57
360.0,100.0,2.5,2.5,0.5,5.0,2.38
360.0,100.0,2.5,2.5,1.0,0.5,3.24
360.0,100.0,2.5,2.5,1.0,1.0,3.19
360.0,100.0,2.5,2.5,1.0,2.5,3.06
360.0,100.0,2.5,2.5,1.0,5.0,2.89
360.0,100.0,2.5,2.5,2.5,0.5,4.73
360.0,100.0,2.5,2.5,2.5,1.0,4.7
360.0,100.0,2.5,2.5,2.5,2.5,4.58
360.0,100.0,2.5,2.5,2.5,5.0,4.39
360.0,100.0,2.5,2.5,5.0,0.5,7.23
360.0,100.0,2.5,2.5,5.0,1.0,7.19
360.0,100.0,2.5,2.5,5.0,2.5,7.08
360.0,100.0,2.5,2.5,5.0,5.0,6.88
360.0,100.0,2.5,5.0,0.5,0.5,2.96
360.0,100.0,2.5,5.0,0.5,1.0,2.95
360.0,100.0,2.5,5.0,0.5,2.5,2.9
360.0,100.0,2.5,5.0,0.5,5.0,2.8
360.0,100.0,2.5,5.0,1.0,0.5,3.47
360.0,100.0,2.5,5.0,1.0,1.0,3.46
360.0,100.0,2.5,5.0,1.0,2.5,3.41
360.0,100.0,2.5,5.0,1.0,5.0,3.31
360.0,100.0,2.5,5.0,2.5,0.5,4.96
360.0,100.0,2.5,5.0,2.5,1.0,4.95
360.0,100.0,2.5,5.0,2.5,2.5,4.91
360.0,100.0,2.5,5.0,2.5,5.0,4.8
360.0,100.0,2.5,5.0,5.0,0.5,7.46
360.0,100.0,2.5,5.0,5.0,1.0,7.46
360.0,100.0,2.5,5.0,5.0,2.5,7.4
360.0,100.0,2.5,5.0,5.0,5.0,7.32
360.0,100.0,5.0,0.5,0.5,0.5,1.0
360.0,100.0,5.0,0.5,0.5,1.0,1.01
360.0,100.0,5.0,0.5,0.5,2.5,1.0
360.0,100.0,5.0,0.5,0.5,5.0,0.98
360.0,100.0,5.0,0.5,1.0,0.5,1.5
360.0,100.0,5.0,0.5,1.0,1.0,1.5
360.0,100.0,5.0,0.5,1.0,2.5,1.49
